Draw Date,Winning Numbers1,Winning Numbers2,Winning Numbers3,Winning Numbers4,Winning Numbers5,Winning Numbers6,Winning Numbers7,Winning Numbers8,Winning Numbers9,Winning Numbers10,Winning Numbers11,Winning Numbers12,Winning Numbers13,Winning Numbers14,Winning Numbers15,Winning Numbers16,Winning Numbers17,Winning Numbers18,Winning Numbers19,Winning Numbers20
6/28/23,06,11,12,16,17,18,29,31,36,41,43,46,53,57,61,67,68,69,72,74
6/27/23,03,08,09,10,11,14,19,27,34,42,43,44,45,59,62,63,67,68,71,77
6/26/23,09,16,22,27,29,31,34,35,41,42,44,47,50,54,55,56,59,61,67,75
6/25/23,03,04,08,10,11,12,16,21,22,30,32,36,37,41,45,59,64,70,75,79
6/24/23,01,02,07,09,11,23,24,26,28,45,47,53,54,55,56,57,58,61,78,79
6/23/23,04,06,09,16,17,21,22,25,27,29,39,40,42,45,54,56,63,64,72,73
6/22/23,17,18,19,23,26,28,30,33,39,43,44,47,52,54,60,62,68,72,75,78
6/21/23,03,04,11,16,18,28,34,42,50,52,53,57,60,65,66,73,74,75,76,79
6/20/23,02,09,10,16,17,23,27,35,37,38,39,40,41,44,52,55,59,63,66,73
6/19/23,07,11,13,19,29,35,40,42,44,47,49,53,55,56,64,69,70,72,75,76
6/18/23,03,05,09,12,15,17,18,20,26,27,37,41,42,48,63,65,73,74,75,80
6/17/23,08,11,13,14,17,23,31,34,35,41,43,45,47,49,56,57,64,70,74,77
6/16/23,01,02,03,11,12,15,16,20,21,23,31,33,37,40,42,46,47,57,74,77
6/15/23,03,15,17,23,24,29,32,34,43,47,48,50,52,60,64,65,69,70,72,78
6/14/23,01,05,12,22,25,26,30,33,34,36,45,47,48,60,64,68,70,71,77,79
6/13/23,06,11,13,17,20,29,34,37,38,41,43,50,55,57,65,66,73,74,75,76
6/12/23,03,09,10,14,15,17,21,28,31,35,36,43,49,60,63,64,67,71,72,77
6/11/23,01,05,11,26,27,29,32,34,36,40,41,46,48,49,57,58,59,70,73,80
6/10/23,11,15,16,18,20,26,31,35,37,42,58,59,60,63,73,74,75,77,78,80
6/9/23,01,07,09,11,16,20,40,44,45,53,54,59,61,63,66,67,70,71,78,79
6/8/23,04,11,20,26,35,40,42,43,46,54,55,57,58,59,61,62,63,69,75,79
6/7/23,07,10,14,16,24,29,30,31,36,43,47,58,61,63,64,68,69,71,74,77
6/6/23,01,02,06,12,13,18,21,27,28,30,33,34,37,39,43,48,54,69,75,76
6/5/23,02,05,06,08,10,17,18,30,32,33,36,37,40,41,50,55,56,63,68,74
6/4/23,08,09,13,15,17,18,20,21,27,31,41,43,48,51,59,63,64,72,74,78
6/3/23,02,14,15,16,17,18,21,24,26,27,34,37,40,46,48,49,72,74,77,80
6/2/23,04,09,13,14,20,24,27,29,48,51,52,54,58,60,64,69,71,72,74,77
6/1/23,02,04,08,10,11,13,16,17,28,33,41,42,45,54,56,61,67,68,71,72
5/31/23,05,15,18,19,21,26,27,29,32,33,37,45,52,53,59,61,62,63,69,77
5/30/23,03,05,08,13,14,15,24,25,28,33,42,46,50,52,64,71,72,74,75,79
5/29/23,02,07,11,12,13,17,23,26,27,28,36,38,45,47,48,51,65,70,76,77
5/28/23,02,03,04,16,19,23,34,37,38,42,55,56,57,63,64,68,73,78,79,80
5/27/23,01,05,06,09,18,28,30,33,35,37,38,40,42,46,54,59,64,68,74,76
5/26/23,05,08,10,11,12,21,23,24,25,28,29,31,38,53,55,62,69,71,72,75
5/25/23,08,12,21,29,33,37,40,44,45,46,52,58,59,63,64,65,70,71,73,77
5/24/23,05,18,19,24,26,28,33,37,42,49,51,52,56,59,60,62,63,70,71,77
5/23/23,13,15,16,29,33,36,37,38,43,46,52,55,58,59,61,63,66,68,69,77
5/22/23,06,09,12,13,16,23,28,29,34,49,51,58,60,62,66,67,69,70,73,75
5/21/23,04,08,12,15,17,18,22,25,30,31,45,50,52,54,59,63,71,72,75,77
5/20/23,03,10,11,13,18,28,29,34,36,37,43,50,54,56,64,68,72,75,79,80
5/19/23,04,07,13,17,22,30,36,38,39,42,45,46,52,54,58,60,62,74,77,80
5/18/23,01,02,05,09,15,16,19,21,24,27,29,38,41,46,56,58,60,66,68,70
5/17/23,05,08,11,19,20,24,27,30,34,39,45,50,53,58,60,64,67,72,73,80
5/16/23,02,10,12,14,15,17,19,27,34,38,43,47,48,51,58,66,67,69,71,72
5/15/23,04,10,13,14,22,23,26,29,35,38,39,43,47,48,50,57,58,63,65,67
5/14/23,01,03,04,09,10,13,25,29,33,42,43,50,52,54,66,69,70,71,76,77
5/13/23,02,04,06,08,09,12,13,23,30,31,34,35,41,43,51,57,66,67,68,76
5/12/23,02,10,11,17,19,20,22,23,25,34,41,45,49,51,58,62,63,68,71,76
5/11/23,04,07,08,11,13,14,30,31,35,40,41,46,49,53,59,63,68,69,71,76
5/10/23,01,04,07,08,23,24,30,31,32,40,46,48,52,57,67,74,75,76,77,79
5/9/23,04,08,10,19,20,24,28,29,42,46,47,49,51,52,62,65,67,72,73,75
5/8/23,09,12,16,17,19,20,24,35,41,47,49,50,54,57,59,64,66,67,72,78
5/7/23,01,05,08,19,22,23,24,26,37,38,47,50,55,57,59,62,66,68,70,75
5/6/23,01,05,07,08,11,13,19,20,23,24,28,30,31,33,37,53,57,70,75,78
5/5/23,02,03,04,05,07,08,10,17,18,21,23,30,35,37,48,58,67,70,71,76
5/4/23,01,04,06,15,16,25,26,47,49,51,52,54,55,58,59,61,72,73,74,78
5/3/23,03,06,15,16,19,23,26,28,35,39,45,53,57,59,60,62,65,74,76,77
5/2/23,04,24,28,33,45,46,47,48,49,50,53,54,55,59,60,65,68,69,72,75
5/1/23,01,02,09,11,15,19,21,24,25,26,35,36,37,41,42,48,49,65,68,71
4/30/23,04,08,10,12,24,28,34,35,39,41,48,49,52,57,58,59,64,66,70,75
4/29/23,04,05,11,15,16,20,22,27,29,38,39,47,48,56,60,63,68,69,74,80
4/28/23,01,08,12,14,19,25,33,34,35,44,51,53,55,58,66,67,70,74,75,78
4/27/23,02,11,14,18,19,21,27,28,32,34,35,42,44,47,56,59,62,65,71,78
4/26/23,01,07,16,20,22,24,25,28,30,31,36,39,53,55,56,57,58,65,67,79
4/25/23,02,07,13,15,20,23,25,27,28,29,35,44,49,51,52,60,61,65,68,75
4/24/23,02,03,06,15,18,19,20,22,27,29,30,32,38,40,43,49,60,63,64,75
4/23/23,04,08,09,11,25,26,32,39,40,47,48,49,50,61,63,64,66,71,72,76
4/22/23,03,05,06,08,12,13,19,23,26,30,41,43,46,52,57,62,71,75,77,80
4/21/23,06,09,10,11,20,21,22,23,26,28,40,44,45,46,49,55,57,63,67,78
4/20/23,01,05,08,11,16,17,22,26,29,30,31,36,42,47,51,53,57,63,68,78
4/19/23,03,07,12,13,14,15,16,19,24,25,33,36,50,53,61,62,63,74,77,80
4/18/23,04,06,15,18,22,28,33,36,37,38,42,43,45,50,51,54,55,66,69,70
4/17/23,02,11,13,17,19,21,24,29,31,34,41,46,47,49,52,67,68,70,75,80
4/16/23,05,11,13,14,15,19,30,35,48,54,56,57,58,60,61,68,70,71,78,80
4/15/23,02,03,04,15,20,27,28,29,31,32,40,43,45,47,48,50,55,62,63,71
4/14/23,14,15,17,19,20,23,24,32,34,35,36,37,38,44,54,56,57,76,78,80
4/13/23,02,03,04,19,23,24,28,36,40,43,48,51,60,61,64,74,76,77,79,80
4/12/23,02,06,08,09,14,18,19,22,24,30,40,47,54,56,60,61,64,66,73,79
4/11/23,01,03,04,05,07,08,16,21,22,25,32,33,36,43,54,58,62,66,75,79
4/10/23,02,03,09,14,19,20,21,31,32,38,39,49,57,63,64,65,67,71,73,78
4/9/23,05,11,18,20,22,24,26,27,29,32,35,45,55,57,62,67,73,74,78,79
4/8/23,01,04,05,09,15,22,23,32,34,39,44,46,49,51,52,67,68,70,73,76
4/7/23,05,10,12,19,23,27,28,34,40,44,47,49,50,54,58,59,70,71,73,74
4/6/23,06,08,09,16,17,19,20,23,30,33,40,49,50,55,56,65,66,67,75,77
4/5/23,01,07,08,11,19,21,22,25,34,43,46,47,48,51,56,60,68,75,77,79
4/4/23,01,02,07,08,11,15,20,26,29,30,33,40,42,43,52,53,70,71,77,78
4/3/23,03,04,08,19,20,27,28,30,31,35,37,38,42,43,48,50,63,65,69,76
4/2/23,04,09,10,15,18,23,26,28,31,36,40,46,50,57,61,62,64,72,75,79
4/1/23,05,06,21,24,28,29,34,37,38,41,45,50,51,52,53,56,58,59,74,76
3/31/23,09,11,20,24,36,38,39,42,44,45,46,51,58,60,61,67,68,69,71,78
3/30/23,02,04,06,08,14,17,25,33,35,42,46,48,52,53,54,57,62,63,69,78
3/29/23,05,06,08,14,16,19,23,28,33,38,44,46,52,60,61,66,67,76,77,80
3/28/23,07,12,14,15,23,25,27,28,31,33,52,53,58,59,60,68,69,71,73,79
3/27/23,02,04,07,15,24,30,31,39,40,41,47,49,53,57,63,64,68,73,76,80
3/26/23,07,15,21,28,33,34,36,40,43,45,49,56,59,61,62,69,73,75,76,80
3/25/23,01,06,07,09,10,11,16,18,20,24,26,32,39,46,47,54,64,66,70,80
3/24/23,02,04,06,12,14,15,20,22,33,44,50,53,57,59,66,67,68,71,73,77
3/23/23,01,05,09,10,11,14,19,20,25,26,30,32,38,40,45,49,57,60,62,63
3/22/23,09,12,16,23,25,26,29,30,31,36,38,39,43,50,51,55,56,59,66,71
3/21/23,12,13,18,24,27,30,35,38,39,40,41,42,44,49,53,59,61,64,66,78
3/20/23,01,05,07,10,15,22,32,35,38,46,48,50,52,56,61,63,64,67,74,79
3/19/23,01,02,07,08,10,11,12,14,19,23,25,29,36,52,55,70,71,73,74,77
3/18/23,02,03,07,12,15,16,31,32,35,41,45,47,48,49,50,54,58,60,70,79
3/17/23,03,08,13,15,21,22,24,25,27,32,37,42,48,54,55,58,65,67,74,78
3/16/23,06,10,18,19,22,24,27,28,35,40,42,44,48,52,53,54,55,61,62,80
3/15/23,02,03,08,09,15,18,24,26,35,37,45,47,48,54,55,60,68,69,71,77
3/14/23,03,04,08,12,16,20,25,29,32,41,46,51,53,62,63,67,72,74,75,77
3/13/23,01,02,07,09,12,19,26,40,42,44,49,50,53,67,72,73,76,77,78,80
3/12/23,02,10,13,15,21,24,26,31,32,35,37,40,49,51,53,54,55,64,66,78
3/11/23,06,11,12,15,17,18,21,27,29,34,40,50,56,57,62,65,66,68,74,77
3/10/23,07,09,15,19,20,23,29,31,33,37,38,46,47,48,62,68,70,71,73,79
3/9/23,04,07,12,17,23,32,37,39,41,42,44,45,46,48,54,68,73,75,77,78
3/8/23,01,10,16,34,35,36,38,42,44,47,59,60,61,63,64,68,72,77,79,80
3/7/23,03,05,09,13,16,18,22,28,33,39,41,51,55,56,58,59,64,76,79,80
3/6/23,05,09,12,13,15,24,25,27,29,30,31,32,38,43,52,54,55,58,64,80
3/5/23,03,14,18,22,32,34,37,39,40,46,48,49,51,52,53,56,60,64,71,73
3/4/23,01,08,09,12,19,24,28,29,32,34,36,38,49,54,59,63,65,71,72,79
3/3/23,09,11,18,23,24,29,30,35,37,40,41,47,50,51,52,54,55,65,69,73
3/2/23,06,11,16,17,24,27,33,36,37,38,42,52,55,56,58,59,67,68,75,78
3/1/23,01,03,04,06,07,11,14,21,26,30,35,38,42,45,63,67,70,75,76,78
2/28/23,09,11,12,18,23,25,26,27,28,30,33,38,41,47,49,52,56,70,74,76
2/27/23,03,15,21,28,32,36,39,45,47,50,51,52,60,61,62,66,67,72,77,79
2/26/23,06,07,13,15,16,21,30,32,34,36,37,45,55,62,64,66,68,71,76,78
2/25/23,10,11,13,16,17,25,29,30,34,37,38,41,43,56,57,60,64,73,77,80
2/24/23,01,04,10,20,23,28,33,36,47,50,56,60,61,63,68,69,70,73,74,75
2/23/23,05,06,09,17,18,22,25,30,33,36,39,43,44,45,47,49,64,65,69,78
2/22/23,04,08,10,12,30,34,35,39,43,46,47,48,53,55,58,61,65,69,70,79
2/21/23,07,09,13,26,28,29,31,40,46,53,59,60,61,62,63,65,72,74,77,79
2/20/23,03,06,08,12,14,24,32,35,38,42,45,47,63,64,65,68,72,73,75,80
2/19/23,10,14,23,30,31,32,35,36,38,39,41,50,51,52,58,59,62,71,72,74
2/18/23,10,11,16,27,46,48,52,53,55,57,60,64,65,67,68,69,71,73,75,78
2/17/23,01,03,04,06,12,14,15,20,22,24,28,48,52,54,55,62,69,77,78,80
2/16/23,09,13,14,17,33,36,42,44,47,54,60,62,63,64,65,66,68,72,78,80
2/15/23,02,14,28,30,31,35,40,44,52,53,57,58,61,62,63,64,68,71,74,76
2/14/23,02,09,11,17,18,19,21,25,26,34,36,39,40,48,58,59,65,66,67,68
2/13/23,04,06,09,19,21,23,25,42,47,52,57,59,61,63,68,71,72,74,75,79
2/12/23,26,28,29,30,31,32,36,37,38,45,48,49,55,57,58,63,68,69,70,80
2/11/23,01,06,07,12,17,19,20,21,23,25,30,33,53,54,59,63,73,75,77,78
2/10/23,03,05,19,20,22,28,32,33,34,38,44,48,50,52,57,58,64,68,69,78
2/9/23,02,05,06,08,12,14,26,30,32,33,38,39,45,51,52,57,58,59,62,63
2/8/23,05,10,23,26,27,34,35,38,39,40,57,59,61,65,68,70,77,78,79,80
2/7/23,03,14,17,22,29,32,35,36,37,39,42,48,52,56,66,68,71,73,78,80
2/6/23,02,16,18,19,21,24,27,29,42,55,58,59,60,62,67,70,76,77,78,80
2/5/23,16,17,21,24,28,29,32,37,38,40,42,44,47,51,52,53,62,65,74,75
2/4/23,06,07,08,15,26,27,35,37,39,46,50,54,56,59,64,68,69,70,77,78
2/3/23,01,04,06,14,20,26,27,35,37,38,39,51,52,53,60,64,65,66,70,79
2/2/23,10,11,12,17,20,21,24,32,35,37,39,43,50,52,53,56,58,72,76,77
2/1/23,02,03,07,12,13,18,19,21,31,33,35,40,43,53,54,64,70,75,76,78
1/31/23,01,07,10,12,15,17,29,30,31,32,36,38,48,52,60,68,70,74,75,79
1/30/23,07,09,10,24,32,33,35,37,38,43,48,50,53,63,64,66,68,70,77,79
1/29/23,08,14,16,22,24,30,31,32,35,37,46,48,52,53,56,59,61,69,76,80
1/28/23,03,06,07,10,16,26,28,33,35,40,41,49,50,60,61,66,68,70,73,75
1/27/23,07,14,18,22,23,24,25,26,30,35,37,43,53,55,58,60,67,70,73,78
1/26/23,03,06,08,16,27,33,36,37,40,41,46,51,55,56,60,62,69,72,74,78
1/25/23,04,13,15,19,20,26,27,30,31,35,36,46,47,50,56,58,59,60,64,66
1/24/23,01,07,10,15,19,27,32,33,37,38,40,43,46,48,51,55,60,66,70,71
1/23/23,01,07,09,10,14,17,24,26,32,33,38,42,46,49,50,52,57,68,78,79
1/22/23,03,09,11,15,25,30,32,33,37,43,44,45,46,54,60,61,65,68,73,76
1/21/23,07,11,19,24,29,35,41,43,46,49,53,55,56,62,63,64,68,70,73,78
1/20/23,06,10,12,17,24,30,32,40,49,54,55,59,64,68,70,72,73,75,78,79
1/19/23,02,09,15,18,19,21,23,26,30,31,37,42,53,54,56,59,60,67,71,79
1/18/23,01,02,08,14,15,21,22,25,27,41,45,57,63,64,65,68,69,71,72,78
1/17/23,02,09,14,16,22,26,32,33,38,43,45,54,56,59,65,73,74,76,77,78
1/16/23,01,11,13,24,32,37,43,45,48,49,56,57,58,62,64,71,72,73,77,78
1/15/23,02,04,10,16,23,25,36,37,39,40,42,45,46,51,52,54,56,71,72,80
1/14/23,02,05,07,13,15,16,18,27,29,39,40,42,44,51,53,55,65,68,69,76
1/13/23,02,07,10,20,24,25,33,36,38,40,46,47,61,67,68,69,71,72,74,76
1/12/23,02,04,21,31,34,42,43,44,46,51,54,59,62,65,68,69,72,76,77,80
1/11/23,01,07,08,09,16,18,19,21,23,25,26,27,30,32,41,52,54,59,62,74
1/10/23,06,10,12,14,29,30,38,39,40,42,46,52,56,62,63,64,70,74,78,80
1/9/23,03,04,05,06,10,15,16,17,29,38,41,47,53,55,60,61,62,66,68,71
1/8/23,05,09,10,14,22,24,29,33,36,37,42,46,56,61,63,67,68,69,70,78
1/7/23,03,04,07,10,11,17,22,23,30,39,40,43,50,56,57,60,63,68,72,78
1/6/23,01,06,07,09,15,17,25,26,28,40,41,42,50,51,55,62,65,67,70,74
1/5/23,06,07,08,09,12,14,17,25,28,31,40,45,53,57,58,62,66,70,72,73
1/4/23,01,07,09,15,17,20,27,28,30,35,39,48,51,59,63,67,68,71,78,79
1/3/23,06,08,10,14,20,22,32,38,44,47,54,57,61,64,67,68,71,72,76,78
1/2/23,01,02,08,10,13,14,30,35,36,37,43,46,49,59,62,68,69,72,73,80
1/1/23,03,05,11,12,14,19,25,29,31,39,46,47,49,51,52,60,65,69,73,79
12/31/22,04,05,09,10,18,24,34,40,41,48,50,51,57,59,60,73,74,76,77,79
12/30/22,02,03,04,05,09,13,15,20,24,26,30,36,38,40,56,62,70,75,78,80
12/29/22,02,04,06,11,16,19,20,21,30,32,34,44,48,60,61,63,64,71,74,75
12/28/22,03,04,09,11,20,24,29,33,46,53,57,65,66,68,70,71,73,75,78,80
12/27/22,01,02,10,11,12,18,21,22,32,33,36,37,41,42,49,55,58,59,64,67
12/26/22,02,04,07,08,09,16,18,22,31,32,37,41,43,44,48,54,55,66,70,79
12/25/22,03,06,10,14,15,17,19,20,23,31,33,42,43,47,48,50,62,64,76,77
12/24/22,08,19,22,24,27,34,35,41,44,47,50,56,58,59,61,63,64,66,67,68
12/23/22,01,04,06,13,16,23,33,37,38,41,56,57,59,63,64,70,71,73,76,80
12/22/22,07,08,11,13,16,20,23,25,33,36,41,42,47,53,62,63,64,68,70,76
12/21/22,04,06,13,16,19,24,29,33,34,39,42,44,46,50,56,59,64,72,75,78
12/20/22,06,11,18,19,27,29,31,32,35,37,42,43,54,57,58,68,69,71,72,73
12/19/22,08,09,18,20,23,29,32,38,41,42,45,46,52,55,56,60,67,73,76,77
12/18/22,04,06,09,17,19,22,24,25,27,35,38,49,52,54,58,60,69,74,76,77
12/17/22,01,06,08,13,17,20,23,24,25,38,39,40,41,45,47,50,53,56,63,76
12/16/22,07,11,13,18,20,22,26,27,34,36,40,42,43,44,59,70,71,72,73,77
12/15/22,02,04,05,17,18,22,27,37,38,41,53,54,55,60,63,64,65,68,69,78
12/14/22,02,04,11,12,17,22,25,26,30,32,41,51,54,58,60,63,69,70,79,80
12/13/22,08,13,15,17,26,28,31,33,42,43,50,55,58,62,65,69,70,74,76,78
12/12/22,02,04,10,11,17,18,25,26,27,35,40,46,47,52,57,58,59,66,77,80
12/11/22,04,05,06,11,17,21,22,29,32,37,39,44,50,54,57,61,64,65,68,69
12/10/22,01,04,11,18,19,26,29,36,38,40,49,50,52,53,56,63,66,67,69,75
12/9/22,17,19,23,24,26,28,32,34,39,41,42,48,54,56,57,62,63,65,66,71
12/8/22,03,07,12,17,19,21,23,25,30,33,36,38,39,41,44,46,49,69,75,79
12/7/22,03,10,11,16,21,27,29,38,45,47,52,54,57,59,62,66,67,69,74,80
12/6/22,05,08,09,10,11,16,19,32,35,46,47,55,56,59,61,62,63,71,73,74
12/5/22,08,14,15,18,19,20,22,26,29,35,45,53,57,61,64,71,74,78,79,80
12/4/22,01,06,12,14,17,28,29,33,40,43,53,54,55,56,57,58,67,73,74,78
12/3/22,09,10,11,14,18,23,24,39,46,47,49,50,52,54,61,63,64,69,75,76
12/2/22,01,03,05,13,16,19,21,23,28,30,35,41,46,51,58,64,71,72,76,79
12/1/22,01,06,15,23,35,36,42,43,46,51,53,57,60,62,64,65,67,72,76,77
11/30/22,03,05,07,10,18,31,36,37,42,43,47,49,52,61,63,65,66,67,75,76
11/29/22,02,10,19,28,34,35,36,41,42,45,50,52,58,59,69,70,73,75,76,78
11/28/22,07,08,10,14,28,29,30,35,36,38,45,50,52,53,59,64,67,71,72,79
11/27/22,02,03,06,09,10,13,19,21,22,27,28,31,49,54,56,58,65,66,67,74
11/26/22,12,14,21,26,30,32,33,34,39,40,48,49,50,54,59,61,67,70,74,79
11/25/22,04,07,13,19,20,26,27,32,37,41,52,55,57,58,68,72,73,74,77,80
11/24/22,01,07,09,13,17,20,21,22,26,27,35,39,41,47,48,50,57,60,61,65
11/23/22,04,05,08,10,11,20,21,26,32,34,44,47,48,49,56,59,61,62,70,72
11/22/22,03,10,11,13,14,19,21,23,28,30,37,38,47,53,54,68,70,75,79,80
11/21/22,03,04,13,21,27,32,33,34,38,41,43,44,49,53,55,61,66,67,70,71
11/20/22,02,04,10,13,15,16,19,20,26,31,35,42,43,59,60,69,73,75,76,80
11/19/22,03,07,08,09,15,17,28,29,30,36,39,44,46,48,52,55,59,63,70,78
11/18/22,04,08,09,10,11,12,16,24,25,26,32,33,34,49,57,67,68,74,78,79
11/17/22,06,07,08,10,14,19,20,27,36,42,45,52,54,58,60,66,70,71,72,74
11/16/22,01,06,09,11,17,23,25,34,41,45,49,50,51,54,56,58,61,65,69,80
11/15/22,05,11,13,18,22,24,27,28,31,35,36,37,38,43,45,46,47,54,63,76
11/14/22,08,14,16,18,19,22,24,25,31,32,36,38,43,44,49,50,52,66,67,69
11/13/22,02,05,07,09,12,32,35,42,43,44,46,47,53,55,59,61,63,69,71,72
11/12/22,02,09,11,19,24,27,31,33,36,38,47,48,49,53,59,61,63,66,75,80
11/11/22,22,24,28,29,31,43,44,48,49,50,52,53,57,59,62,65,67,71,72,80
11/10/22,03,04,10,19,21,23,30,33,36,38,41,45,49,51,62,64,69,73,75,77
11/9/22,02,06,12,14,17,19,24,28,29,34,35,42,44,53,54,56,57,65,74,80
11/8/22,05,06,14,22,23,28,32,34,36,39,43,47,49,53,54,58,62,66,73,80
11/7/22,07,12,13,15,22,25,28,31,32,35,36,38,55,56,62,63,71,73,77,78
11/6/22,03,05,09,25,28,29,32,34,35,37,38,43,52,54,55,61,62,64,71,78
11/5/22,01,05,06,15,17,18,20,21,23,26,29,36,38,40,42,44,49,57,59,61
11/4/22,01,04,05,06,13,18,30,33,35,43,47,54,55,56,57,59,61,63,72,76
11/3/22,01,11,12,18,21,24,27,31,36,40,43,47,49,55,60,61,62,68,70,71
11/2/22,08,14,17,20,22,27,33,34,39,49,50,54,55,57,59,62,63,64,74,80
11/1/22,01,04,06,08,09,11,13,22,26,29,32,33,48,52,53,57,58,62,63,64
10/31/22,01,05,16,19,21,23,25,26,27,28,32,35,59,64,67,69,71,75,77,78
10/30/22,01,02,11,12,16,18,20,22,23,33,35,37,44,47,49,66,69,70,71,79
10/29/22,02,04,07,09,10,12,14,19,26,39,44,46,57,58,62,63,70,74,76,80
10/28/22,02,04,08,10,11,21,22,25,27,32,33,34,42,49,52,56,57,65,69,75
10/27/22,02,03,11,15,18,25,26,28,34,36,40,42,43,44,48,53,63,65,68,75
10/26/22,03,04,05,10,13,17,18,21,23,30,37,39,40,47,53,58,61,64,75,76
10/25/22,09,11,12,19,23,43,44,45,47,51,54,55,57,60,62,63,72,74,76,79
10/24/22,05,06,09,15,16,18,19,26,39,46,49,53,54,55,58,64,67,69,73,75
10/23/22,01,03,06,09,13,17,27,32,33,36,40,46,48,50,51,55,61,63,68,71
10/22/22,04,05,09,11,18,23,24,25,26,29,30,37,47,48,60,63,65,66,73,80
10/21/22,02,10,13,14,17,23,27,28,32,36,37,41,43,48,58,61,67,68,72,75
10/20/22,09,19,20,21,32,34,39,42,49,51,55,58,59,63,64,65,69,70,72,79
10/19/22,01,09,15,16,17,19,25,29,30,36,46,50,52,53,57,62,63,65,68,71
10/18/22,10,11,13,18,19,23,27,31,36,37,44,46,50,55,59,64,66,70,75,78
10/17/22,05,06,19,28,33,37,43,45,47,48,50,51,52,54,56,61,68,71,77,78
10/16/22,04,06,08,09,13,19,21,24,25,30,32,35,36,40,48,50,52,57,59,64
10/15/22,01,02,06,11,15,19,23,30,34,42,43,48,51,54,66,68,69,74,75,76
10/14/22,02,08,19,21,23,26,32,39,42,43,46,50,51,56,58,60,65,70,77,79
10/13/22,01,07,08,10,12,17,19,25,26,27,30,38,52,53,62,67,68,72,73,80
10/12/22,01,03,04,05,09,11,22,24,27,29,32,33,35,39,44,48,60,62,70,72
10/11/22,08,09,10,21,25,26,28,35,36,38,48,49,52,53,54,57,65,73,76,77
10/10/22,02,09,11,12,14,16,19,21,22,24,29,37,43,44,50,51,55,62,66,67
10/9/22,07,08,12,13,21,24,25,27,32,34,42,45,46,56,59,63,74,78,79,80
10/8/22,04,08,12,16,18,19,23,29,31,37,48,50,55,62,65,67,70,71,78,79
10/7/22,01,02,11,15,16,18,21,22,24,27,36,48,50,52,60,64,67,71,73,80
10/6/22,09,13,14,18,22,23,26,30,31,32,39,52,54,62,63,72,73,77,78,79
10/5/22,03,10,11,12,13,14,16,18,23,26,27,29,30,32,37,40,64,69,70,76
10/4/22,03,15,24,28,29,30,36,39,40,41,46,47,50,54,57,61,64,66,74,76
10/3/22,07,08,11,14,15,16,17,24,27,29,31,32,37,39,43,50,70,75,76,80
10/2/22,08,14,15,16,17,23,27,32,36,38,43,44,45,48,49,57,60,62,66,69
10/1/22,06,11,17,20,24,26,30,36,40,44,45,46,49,52,55,61,65,69,78,80
9/30/22,03,06,08,14,18,30,34,37,39,42,46,47,52,56,66,70,73,77,78,79
9/29/22,08,12,14,19,22,23,25,29,32,36,40,42,48,49,59,63,74,75,77,79
9/28/22,12,14,20,22,24,27,35,37,40,41,43,44,45,47,53,56,64,70,72,78
9/27/22,03,08,11,23,32,36,38,48,54,58,60,64,66,67,68,70,72,74,75,77
9/26/22,04,05,14,22,24,25,26,27,29,30,37,44,46,55,59,63,65,68,72,77
9/25/22,05,06,09,12,13,16,24,33,34,35,43,46,54,62,65,66,71,74,76,79
9/24/22,03,06,08,13,20,21,22,24,28,29,30,31,32,45,46,54,55,66,69,79
9/23/22,02,03,04,13,14,17,21,28,29,42,50,52,53,54,57,59,60,63,64,78
9/22/22,06,07,12,13,16,18,23,27,33,34,37,39,44,47,54,58,61,65,70,77
9/21/22,02,05,06,15,19,21,27,33,39,42,43,44,51,53,69,71,72,73,74,77
9/20/22,01,02,09,16,21,22,23,24,29,48,52,54,58,66,67,73,74,76,78,79
9/19/22,07,11,15,19,22,23,26,30,33,36,48,50,53,55,60,61,63,72,74,77
9/18/22,05,10,18,20,22,27,35,36,43,48,53,55,60,61,68,71,72,73,74,80
9/17/22,10,11,13,18,20,24,27,29,36,38,51,53,55,58,64,70,72,73,77,80
9/16/22,02,07,09,10,12,15,17,20,23,26,31,34,35,40,57,58,73,74,77,79
9/15/22,10,14,19,23,29,30,31,32,33,36,41,51,52,55,62,66,67,73,76,80
9/14/22,06,09,21,24,29,30,32,36,38,39,46,47,50,53,55,58,63,72,73,79
9/13/22,10,12,19,21,22,26,29,30,41,49,51,55,58,59,66,68,71,75,76,80
9/12/22,01,05,08,14,23,25,29,31,34,38,41,42,46,56,63,65,66,73,78,79
9/11/22,02,06,10,17,19,26,27,33,42,44,49,52,58,59,67,70,72,73,76,78
9/10/22,12,40,42,44,45,46,47,48,49,55,63,65,72,73,74,75,77,78,79,80
9/9/22,03,07,11,14,19,20,22,31,33,41,47,54,55,57,60,67,70,75,76,79
9/8/22,03,04,06,08,15,21,29,44,46,47,53,55,57,62,66,71,76,78,79,80
9/7/22,05,10,14,15,17,18,20,23,24,35,36,38,43,44,51,52,61,67,69,74
9/6/22,01,03,15,19,22,24,28,33,35,41,44,47,51,58,66,67,69,70,73,80
9/5/22,07,08,10,12,13,15,16,22,23,25,28,29,30,31,34,37,41,61,74,79
9/4/22,01,11,12,15,21,22,24,31,33,38,41,42,43,47,55,58,61,67,72,78
9/3/22,02,04,06,10,28,32,34,44,46,48,51,55,57,58,63,65,73,75,76,77
9/2/22,04,05,07,09,13,20,23,26,29,33,38,42,43,45,49,61,67,70,75,76
